Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres
LIFESTYLE,3.2,320,31M,"50,000+",Free,0,Everyone,Lifestyle
HOUSE_AND_HOME,4.3,4435,7.9M,"500,000+",Free,0,Everyone,House & Home
FAMILY,3.0,2,82M,500+,Paid,$2.99,Everyone,Educational;Creativity
SPORTS,4.4,55,63M,"1,000+",Paid,$4.49,Everyone,Sports
GAME,3.6,33,71M,"5,000+",Free,0,Teen,Casino
ENTERTAINMENT,4.2,501498,12M,"100,000,000+",Free,0,Teen,Entertainment
TOOLS,3.9,54,2.8M,"10,000+",Free,0,Everyone,Tools
FAMILY,4.9,36,9.4M,"1,000+",Free,0,Teen,Education
LIFESTYLE,4.3,246201,Varies with device,"10,000,000+",Free,0,Everyone,Lifestyle
WEATHER,3.9,100994,54M,"5,000,000+",Free,0,Everyone,Weather
GAME,4.3,59,1.4M,"1,000+",Free,0,Everyone,Board
SOCIAL,3.9,8936,Varies with device,"500,000+",Free,0,Everyone,Social
ENTERTAINMENT,4.0,319691,Varies with device,"10,000,000+",Free,0,Teen,Entertainment
GAME,4.4,5566889,97M,"100,000,000+",Free,0,Everyone,Arcade
NEWS_AND_MAGAZINES,4.0,18976,35M,"1,000,000+",Free,0,Everyone 10+,News & Magazines
VIDEO_PLAYERS,4.3,7557,5.6M,"1,000,000+",Free,0,Everyone,Video Players & Editors
COMMUNICATION,4.4,401530,Varies with device,"10,000,000+",Free,0,Everyone,Communication
GAME,4.4,1351833,12M,"10,000,000+",Free,0,Teen,Action
TOOLS,4.2,40676,25M,"1,000,000+",Free,0,Everyone,Tools
TRAVEL_AND_LOCAL,3.0,2750,39M,"5,000,000+",Free,0,Everyone,Travel & Local
GAME,3.4,256,9.1M,"50,000+",Free,0,Everyone,Action
PERSONALIZATION,4.6,484981,2.1M,"10,000,000+",Free,0,Everyone,Personalization
MEDICAL,4.3,46,2.0M,"10,000+",Free,0,Everyone,Medical
TOOLS,4.5,214265,Varies with device,"10,000,000+",Free,0,Everyone,Tools
EDUCATION,4.6,37862,5.4M,"1,000,000+",Free,0,Everyone,Education
HEALTH_AND_FITNESS,4.6,251618,93M,"10,000,000+",Free,0,Everyone,Health & Fitness
FAMILY,4.7,7,5.4M,"1,000+",Free,0,Everyone,Education
TOOLS,4.2,11,3.1M,500+,Paid,$0.99,Everyone,Tools
SHOPPING,4.4,27275,8.3M,"1,000,000+",Free,0,Teen,Shopping
HEALTH_AND_FITNESS,4.2,112384,5.0M,"5,000,000+",Free,0,Everyone,Health & Fitness
FAMILY,4.4,131,48M,"100,000+",Free,0,Everyone,Racing;Action & Adventure
BOOKS_AND_REFERENCE,4.3,22401,4.6M,"500,000+",Free,0,Everyone,Books & Reference
FAMILY,4.4,1031,48M,"100,000+",Free,0,Everyone,Entertainment
COMMUNICATION,4.1,22782,351k,"1,000,000+",Free,0,Everyone,Communication
BUSINESS,4.2,8,19M,100+,Free,0,Teen,Business
COMMUNICATION,4.2,27156,Varies with device,"1,000,000+",Free,0,Everyone,Communication
ART_AND_DESIGN,4.6,224399,31M,"10,000,000+",Free,0,Everyone,Art & Design
HOUSE_AND_HOME,3.8,14653,Varies with device,"1,000,000+",Free,0,Everyone,House & Home
GAME,3.8,17,30M,"1,000+",Free,0,Everyone,Arcade
FINANCE,4.4,11,4.6M,500+,Free,0,Everyone,Finance
FAMILY,4.4,4756,33M,"100,000+",Free,0,Everyone,Simulation
MEDICAL,,0,29M,100+,Free,0,Everyone,Medical
BUSINESS,,2,4.1M,5+,Free,0,Everyone,Business
GAME,4.5,4830407,32M,"50,000,000+",Free,0,Mature 17+,Action
FINANCE,4.2,257,44M,"10,000+",Free,0,Everyone,Finance
FAMILY,4.0,1763,Varies with device,"10,000+",Paid,$1.49,Everyone,Simulation;Pretend Play
SHOPPING,4.3,44071,56M,"5,000,000+",Free,0,Everyone,Shopping
TRAVEL_AND_LOCAL,4.4,48930,15M,"5,000,000+",Free,0,Everyone,Travel & Local
EVENTS,,46,3.6M,"5,000+",Free,0,Everyone,Events
FAMILY,4.7,84389,48M,"1,000,000+",Free,0,Everyone,Role Playing
LIFESTYLE,3.7,41917,14M,"10,000,000+",Free,0,Everyone,Lifestyle
PERSONALIZATION,4.7,139258,Varies with device,"5,000,000+",Free,0,Everyone,Personalization
PHOTOGRAPHY,4.5,10847682,Varies with device,"1,000,000,000+",Free,0,Everyone,Photography
PRODUCTIVITY,,0,19M,100+,Free,0,Everyone,Productivity
TOOLS,4.8,52,1.9M,"5,000+",Free,0,Everyone,Tools
GAME,4.3,240,65M,"50,000+",Free,0,Teen,Action
TOOLS,3.7,9514,7.0M,"500,000+",Free,0,Everyone,Tools
AUTO_AND_VEHICLES,3.9,356,Varies with device,"100,000+",Free,0,Everyone,Auto & Vehicles
PHOTOGRAPHY,3.8,4813,5.1M,"100,000+",Free,0,Everyone,Photography
GAME,4.3,1305050,Varies with device,"50,000,000+",Free,0,Everyone 10+,Adventure
MEDICAL,4.0,488,17M,"100,000+",Free,0,Everyone,Medical
PRODUCTIVITY,4.2,226456,Varies with device,"10,000,000+",Free,0,Everyone,Productivity
MEDICAL,4.5,11,25M,"1,000+",Free,0,Everyone,Medical
BUSINESS,4.3,327,13M,"10,000+",Free,0,Everyone,Business
GAME,4.4,13714,41M,"1,000,000+",Free,0,Everyone 10+,Action
HOUSE_AND_HOME,4.5,118,72M,"50,000+",Free,0,Everyone,House & Home
FAMILY,,11,9.2M,"1,000+",Free,0,Everyone,Puzzle
FAMILY,4.3,556929,53M,"10,000,000+",Free,0,Teen,Casual
MEDICAL,,0,29M,100+,Free,0,Everyone,Medical
TOOLS,4.6,168487,6.4M,"10,000,000+",Free,0,Everyone,Tools
PHOTOGRAPHY,4.6,26,7.2M,500+,Free,0,Everyone,Photography
PRODUCTIVITY,4.5,49794,6.5M,"1,000,000+",Free,0,Everyone,Productivity
GAME,,4,5.1M,100+,Free,0,Everyone,Arcade
PRODUCTIVITY,2.6,85,6.0M,"5,000+",Free,0,Everyone,Productivity
HEALTH_AND_FITNESS,,0,4.6M,50+,Free,0,Everyone,Health & Fitness
GAME,4.2,250197,44M,"5,000,000+",Free,0,Teen,Action
FAMILY,4.3,923,Varies with device,"10,000+",Paid,$2.99,Everyone,Strategy
MAPS_AND_NAVIGATION,4.3,14110,6.8M,"1,000,000+",Free,0,Everyone,Maps & Navigation
BUSINESS,3.8,5868,20M,"500,000+",Free,0,Everyone,Business
VIDEO_PLAYERS,4.6,751911,Varies with device,"10,000,000+",Free,0,Everyone,Video Players & Editors
MAPS_AND_NAVIGATION,2.9,30,4.8M,"5,000+",Free,0,Everyone,Maps & Navigation
FINANCE,4.3,693,32M,"100,000+",Free,0,Teen,Finance
HOUSE_AND_HOME,4.2,2543,4.6M,"100,000+",Free,0,Everyone,House & Home
FAMILY,4.3,374,26M,"100,000+",Free,0,Everyone,Education
PHOTOGRAPHY,3.8,11,17M,"1,000+",Free,0,Everyone,Photography
TOOLS,4.6,351267,5.0M,"10,000,000+",Free,0,Everyone,Tools
SPORTS,4.4,32881,76M,"1,000,000+",Free,0,Everyone,Sports
GAME,4.3,3,39M,10+,Free,0,Mature 17+,Action
MEDICAL,4.6,7,2.7M,"1,000+",Free,0,Everyone,Medical
BOOKS_AND_REFERENCE,4.1,70,3.5M,500+,Paid,$0.99,Everyone,Books & Reference
SOCIAL,4.1,205803,Varies with device,"5,000,000+",Free,0,Teen,Social
FAMILY,4.1,59768,Varies with device,"10,000,000+",Free,0,Everyone,Racing;Action & Adventure
PERSONALIZATION,4.4,55525,22M,"10,000,000+",Free,0,Everyone,Personalization
GAME,4.1,39895,25M,"5,000,000+",Free,0,Mature 17+,Adventure
GAME,4.5,559,32M,"100,000+",Free,0,Everyone 10+,Action
ENTERTAINMENT,3.9,9941,Varies with device,"1,000,000+",Free,0,Teen,Entertainment
BOOKS_AND_REFERENCE,4.5,155466,Varies with device,"10,000,000+",Free,0,Teen,Books & Reference
FINANCE,,8,3.5M,"1,000+",Free,0,Everyone,Finance
GAME,4.5,183846,99M,"10,000,000+",Free,0,Everyone,Action
GAME,4.9,21119,48M,"100,000+",Paid,$4.99,Everyone,Puzzle
FAMILY,4.0,11,9.4M,"1,000+",Free,0,Everyone,Education
BUSINESS,,3,1.6M,10+,Free,0,Everyone,Business
GAME,,1,8.8M,100+,Free,0,Everyone,Casino
SHOPPING,4.5,181983,Varies with device,"10,000,000+",Free,0,Everyone,Shopping
FAMILY,4.2,5,40M,50+,Paid,$1.49,Everyone,Puzzle
TOOLS,4.1,10786,4.3M,"1,000,000+",Free,0,Everyone,Tools
DATING,3.5,13202,6.1M,"1,000,000+",Free,0,Mature 17+,Dating
GAME,4.5,5465624,53M,"100,000,000+",Free,0,Teen,Action
FAMILY,4.5,787107,Varies with device,"10,000,000+",Free,0,Everyone,Entertainment
BUSINESS,2.9,97,9.9M,"10,000+",Free,0,Everyone,Business
GAME,4.6,9394,33M,"100,000+",Paid,$4.99,Everyone,Puzzle
PHOTOGRAPHY,4.6,11677,19M,"1,000,000+",Free,0,Everyone,Photography
TRAVEL_AND_LOCAL,4.7,620534,9.8M,"10,000,000+",Free,0,Everyone,Travel & Local
HEALTH_AND_FITNESS,2.3,74,2.6M,"10,000+",Free,0,Everyone,Health & Fitness
LIFESTYLE,3.6,126,1.4M,"5,000+",Paid,$2.49,Everyone,Lifestyle
FAMILY,4.4,3358,17M,"100,000+",Paid,$14.99,Everyone,Role Playing
FINANCE,4.3,20,4.8M,500+,Free,0,Everyone,Finance
FAMILY,1.0,2,21M,"1,000+",Free,0,Everyone,Education
FINANCE,4.7,11,2.2M,"1,000+",Free,0,Everyone,Finance
PHOTOGRAPHY,4.3,68070,Varies with device,"5,000,000+",Free,0,Everyone,Photography
PHOTOGRAPHY,4.5,1579287,Varies with device,"100,000,000+",Free,0,Everyone,Photography
TOOLS,4.1,1129,1.7M,"10,000+",Paid,$0.99,Everyone,Tools
NEWS_AND_MAGAZINES,,2,13M,100+,Free,0,Everyone,News & Magazines
ENTERTAINMENT,3.9,27424,Varies with device,"1,000,000+",Free,0,Teen,Entertainment
SHOPPING,4.5,972256,20M,"50,000,000+",Free,0,Teen,Shopping
BUSINESS,3.8,183,9.9M,"50,000+",Free,0,Everyone,Business
GAME,,3,14M,10+,Free,0,Everyone,Action
FAMILY,4.3,109,2.7M,"5,000+",Free,0,Everyone,Education
FAMILY,4.0,10447,36M,"1,000,000+",Free,0,Everyone,Simulation;Action & Adventure
FAMILY,,4,8.1M,500+,Free,0,Teen,Puzzle
TOOLS,3.0,245,3.5M,"10,000+",Free,0,Everyone,Tools
PERSONALIZATION,3.1,112,8.8M,"1,000+",Paid,$0.99,Everyone,Personalization
BUSINESS,,1,921k,100+,Free,0,Everyone,Business
FAMILY,3.0,4,8.0M,"1,000+",Free,0,Everyone,Entertainment
HEALTH_AND_FITNESS,,0,4.4M,50+,Free,0,Everyone,Health & Fitness
PRODUCTIVITY,3.8,1343,9.0M,"100,000+",Free,0,Everyone,Productivity
PERSONALIZATION,,3,9.6M,50+,Paid,$2.99,Everyone,Personalization
FINANCE,4.1,15057,5.7M,"500,000+",Free,0,Everyone,Finance
PERSONALIZATION,,0,Varies with device,"100,000+",Free,0,Everyone,Personalization
PRODUCTIVITY,,6,1.1M,"1,000+",Free,0,Everyone,Productivity
FINANCE,4.1,44,13M,"1,000+",Free,0,Everyone,Finance
GAME,4.4,4066989,69M,"100,000,000+",Free,0,Everyone 10+,Strategy
FAMILY,3.7,187,54M,"10,000+",Free,0,Everyone,Simulation
FAMILY,4.1,23609,31M,"1,000,000+",Free,0,Teen,Casual
TOOLS,4.4,1279109,Varies with device,"100,000,000+",Free,0,Everyone,Tools
SHOPPING,4.5,315908,52M,"10,000,000+",Free,0,Everyone,Shopping
FINANCE,4.5,175,12M,"10,000+",Free,0,Everyone,Finance
FAMILY,4.3,55408,Varies with device,"1,000,000+",Free,0,Everyone,Education
LIFESTYLE,,0,13M,500+,Free,0,Everyone,Lifestyle
FAMILY,4.3,1311,14M,"10,000+",Free,0,Everyone,Education
GAME,4.2,46416,73M,"10,000,000+",Free,0,Everyone,Arcade
FAMILY,4.5,49381,6.8M,"1,000,000+",Free,0,Everyone,Puzzle
FINANCE,3.3,335738,Varies with device,"10,000,000+",Free,0,Everyone,Finance
HEALTH_AND_FITNESS,4.8,17,14M,500+,Free,0,Everyone,Health & Fitness
SOCIAL,4.1,285816,Varies with device,"10,000,000+",Free,0,Mature 17+,Social
FAMILY,5.0,3,6.3M,500+,Free,0,Everyone,Entertainment
FAMILY,4.0,211,37M,"10,000+",Free,0,Everyone,Entertainment
PERSONALIZATION,4.5,56,26M,"10,000+",Paid,$0.99,Everyone,Personalization
COMMUNICATION,4.4,14,17M,100+,Free,0,Everyone,Communication
FAMILY,4.3,28151,17M,"1,000,000+",Free,0,Everyone 10+,Role Playing
PHOTOGRAPHY,4.3,4865093,51M,"100,000,000+",Free,0,Everyone,Photography
MEDICAL,4.5,1388,3.3M,"100,000+",Free,0,Everyone,Medical
PERSONALIZATION,,0,7.5M,100+,Free,0,Everyone,Personalization
BUSINESS,,6,11M,"1,000+",Free,0,Everyone,Business
HEALTH_AND_FITNESS,5.0,1,12M,50+,Free,0,Everyone,Health & Fitness
PHOTOGRAPHY,4.0,26,8.5M,"1,000+",Free,0,Everyone,Photography
COMMUNICATION,4.0,8769,2.1M,"1,000,000+",Free,0,Everyone,Communication
TOOLS,4.0,2596,32M,"500,000+",Free,0,Everyone,Tools
ENTERTAINMENT,4.4,46916,4.5M,"1,000,000+",Free,0,Everyone,Entertainment
TRAVEL_AND_LOCAL,4.1,3674,61M,"500,000+",Free,0,Everyone,Travel & Local
SPORTS,4.3,34062,85M,"1,000,000+",Free,0,Everyone,Sports
GAME,5.0,7,19M,5+,Free,0,Everyone,Arcade
ENTERTAINMENT,3.7,310066,Varies with device,"10,000,000+",Free,0,Teen,Entertainment
SHOPPING,3.7,2094,34M,"100,000+",Free,0,Everyone,Shopping
NEWS_AND_MAGAZINES,4.6,62740,8.6M,"500,000+",Free,0,Mature 17+,News & Magazines
FOOD_AND_DRINK,1.7,14,13M,"1,000+",Free,0,Everyone,Food & Drink
NEWS_AND_MAGAZINES,4.4,84957,Varies with device,"1,000,000+",Free,0,Everyone 10+,News & Magazines
SPORTS,4.2,521138,Varies with device,"10,000,000+",Free,0,Everyone 10+,Sports
GAME,4.3,23005,Varies with device,"5,000,000+",Free,0,Everyone,Arcade
LIFESTYLE,,0,40M,0+,Paid,$399.99,Everyone,Lifestyle
BUSINESS,4.8,10295,39M,"100,000+",Paid,$4.99,Everyone,Business
NEWS_AND_MAGAZINES,3.4,41490,25M,"5,000,000+",Free,0,Teen,News & Magazines
FAMILY,3.6,135,75M,"10,000+",Free,0,Everyone 10+,Role Playing
PHOTOGRAPHY,4.6,617,12M,"10,000+",Paid,$1.99,Everyone,Photography
TOOLS,3.4,202,12M,"10,000+",Free,0,Everyone,Tools
FINANCE,2.9,320,23M,"10,000+",Free,0,Everyone,Finance
VIDEO_PLAYERS,4.2,4074,1.3M,"500,000+",Free,0,Everyone,Video Players & Editors
TOOLS,,13,3.6M,100+,Free,0,Everyone,Tools
FAMILY,4.9,16,10M,100+,Free,0,Everyone,Education
FAMILY,4.4,6190,23M,"1,000,000+",Free,0,Everyone,Educational;Education
1.9,19.0,3.0M,"1,000+",Free,0,Everyone,,"February 11, 2018"
ENTERTAINMENT,4.5,684116,Varies with device,"10,000,000+",Free,0,Teen,Entertainment
BUSINESS,4.4,128,6.7M,"50,000+",Free,0,Everyone,Business
TOOLS,,7,3.0M,500+,Free,0,Everyone,Tools
GAME,4.5,32344,29M,"1,000,000+",Paid,$0.99,Everyone,Adventure
GAME,4.2,210317,46M,"10,000,000+",Free,0,Everyone 10+,Adventure
GAME,4.5,3777822,75M,"100,000,000+",Free,0,Everyone,Arcade
FAMILY,4.3,36,1.1M,"5,000+",Free,0,Everyone,Education
COMMUNICATION,3.9,42370,37M,"1,000,000+",Free,0,Everyone,Communication
PRODUCTIVITY,4.3,253,Varies with device,"5,000+",Paid,$3.99,Everyone,Productivity
PRODUCTIVITY,4.1,71432,3.8M,"5,000,000+",Free,0,Everyone,Productivity
FINANCE,4.7,39,20M,"1,000+",Free,0,Everyone,Finance
PRODUCTIVITY,5.0,9,25M,50+,Free,0,Everyone,Productivity
PERSONALIZATION,4.8,133,59M,"1,000+",Paid,$2.49,Everyone,Personalization
AUTO_AND_VEHICLES,3.9,3971,3.6M,"100,000+",Free,0,Everyone,Auto & Vehicles
FAMILY,,8,13M,"1,000+",Free,0,Everyone,Entertainment
LIBRARIES_AND_DEMO,4.6,539,99M,"50,000+",Free,0,Everyone,Libraries & Demo
GAME,3.9,783,3.4M,"100,000+",Free,0,Everyone,Trivia
GAME,4.0,59223,46M,"5,000,000+",Free,0,Teen,Action
FAMILY,4.5,1827,12M,"100,000+",Free,0,Everyone,Education
DATING,4.1,305708,Varies with device,"10,000,000+",Free,0,Mature 17+,Dating
LIFESTYLE,3.5,628,Varies with device,"100,000+",Free,0,Everyone,Lifestyle
GAME,4.7,403911,23M,"10,000,000+",Free,0,Everyone,Card
TRAVEL_AND_LOCAL,4.3,100,13M,"5,000+",Free,0,Everyone,Travel & Local
FAMILY,4.4,382,44M,"500,000+",Free,0,Everyone,Education;Creativity
FAMILY,4.1,2683,20M,"50,000+",Free,0,Everyone 10+,Casual
GAME,,2,22M,10+,Free,0,Everyone,Action
BUSINESS,4.4,20921,5.7M,"1,000,000+",Free,0,Everyone,Business
TOOLS,,0,2.3M,10+,Free,0,Everyone,Tools
LIFESTYLE,3.1,212,12M,"50,000+",Free,0,Everyone,Lifestyle
SPORTS,4.1,79464,27M,"1,000,000+",Free,0,Everyone,Sports
COMMUNICATION,,5,15M,100+,Free,0,Everyone,Communication
BUSINESS,4.9,23,28M,"1,000+",Free,0,Everyone,Business
HEALTH_AND_FITNESS,4.5,183669,57M,"5,000,000+",Free,0,Everyone,Health & Fitness
FAMILY,,0,2.8M,1+,Free,0,Mature 17+,Entertainment
PRODUCTIVITY,4.5,1508137,37M,"100,000,000+",Free,0,Everyone,Productivity
FAMILY,4.3,1503544,40M,"50,000,000+",Free,0,Teen,Strategy
MEDICAL,4.5,1686,15M,"100,000+",Free,0,Everyone,Medical
SOCIAL,4.3,16404,2.3M,"1,000,000+",Free,0,Everyone,Social
SOCIAL,,0,8.1M,10+,Free,0,Teen,Social
FINANCE,4.8,495,12M,"5,000+",Free,0,Everyone,Finance
SOCIAL,2.9,90,30M,"10,000+",Free,0,Mature 17+,Social
FAMILY,4.1,137674,72M,"5,000,000+",Free,0,Teen,Role Playing
BUSINESS,,0,27M,5+,Free,0,Everyone,Business
LIFESTYLE,5.0,32,7.9M,"1,000+",Free,0,Everyone,Lifestyle
FAMILY,2.8,107441,32M,"1,000,000+",Free,0,Everyone,Casual;Action & Adventure
DATING,4.1,17268,40M,"500,000+",Free,0,Mature 17+,Dating
NEWS_AND_MAGAZINES,,25,18M,"1,000+",Free,0,Everyone,News & Magazines
TOOLS,3.9,19758,2.9M,"5,000,000+",Free,0,Everyone,Tools
BEAUTY,4.5,26834,57M,"1,000,000+",Free,0,Everyone,Beauty
MAPS_AND_NAVIGATION,3.7,10562,60M,"1,000,000+",Free,0,Everyone,Maps & Navigation
TRAVEL_AND_LOCAL,4.3,30403,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local
TRAVEL_AND_LOCAL,3.1,421,53M,"100,000+",Free,0,Everyone,Travel & Local
FAMILY,,0,13M,100+,Free,0,Teen,Entertainment
FAMILY,,0,12M,50+,Free,0,Everyone,Education
COMMUNICATION,4.4,25,2.9M,"5,000+",Free,0,Everyone,Communication
NEWS_AND_MAGAZINES,4.0,3647,5.7M,"100,000+",Free,0,Everyone,News & Magazines
LIFESTYLE,4.0,5208,4.5M,"100,000+",Free,0,Teen,Lifestyle
FAMILY,3.8,36028,50M,"5,000,000+",Free,0,Everyone,Educational;Education
EDUCATION,4.2,40209,Varies with device,"1,000,000+",Free,0,Everyone,Education
AUTO_AND_VEHICLES,4.3,542,33M,"100,000+",Free,0,Everyone,Auto & Vehicles
MEDICAL,4.2,19473,Varies with device,"1,000,000+",Free,0,Everyone,Medical
GAME,4.4,13079,30M,"500,000+",Free,0,Everyone 10+,Adventure
TOOLS,3.9,145,5.2M,"50,000+",Free,0,Everyone,Tools
GAME,4.5,446434,52M,"10,000,000+",Free,0,Everyone,Card
MEDICAL,4.5,492,39M,"10,000+",Paid,$7.99,Everyone,Medical
PRODUCTIVITY,4.4,691474,Varies with device,"100,000,000+",Free,0,Everyone,Productivity
GAME,4.5,6074627,100M,"100,000,000+",Free,0,Teen,Arcade
NEWS_AND_MAGAZINES,4.1,190888,11M,"10,000,000+",Free,0,Teen,News & Magazines
FAMILY,4.6,9,6.9M,"1,000+",Free,0,Everyone,Education
FAMILY,2.4,11773,3.3M,"1,000,000+",Free,0,Everyone,Entertainment
GAME,3.4,1995,43M,"100,000+",Free,0,Everyone,Action
BUSINESS,,2,5.2M,100+,Free,0,Everyone,Business
BOOKS_AND_REFERENCE,,2,7.9M,5+,Paid,$5.99,Everyone,Books & Reference
COMMUNICATION,4.2,781810,Varies with device,"100,000,000+",Free,0,Everyone,Communication
SPORTS,3.9,76340,14M,"5,000,000+",Free,0,Everyone,Sports
MEDICAL,3.8,4,2.9M,"1,000+",Free,0,Everyone,Medical
BOOKS_AND_REFERENCE,4.7,14,27M,"1,000+",Free,0,Everyone,Books & Reference
MAPS_AND_NAVIGATION,,1,10M,10+,Free,0,Everyone,Maps & Navigation
ENTERTAINMENT,4.0,319691,Varies with device,"10,000,000+",Free,0,Teen,Entertainment
ENTERTAINMENT,4.3,160164,12M,"10,000,000+",Free,0,Teen,Entertainment
FAMILY,4.6,44881447,98M,"100,000,000+",Free,0,Everyone 10+,Strategy
DATING,4.0,42197,Varies with device,"5,000,000+",Free,0,Mature 17+,Dating
PARENTING,,163,59M,"100,000+",Free,0,Everyone,Parenting
GAME,4.4,1381820,54M,"10,000,000+",Free,0,Teen,Action
FAMILY,3.9,5075,48M,"500,000+",Free,0,Everyone,Simulation
PERSONALIZATION,4.1,797,6.7M,"50,000+",Free,0,Everyone,Personalization
MEDICAL,,1,24M,10+,Free,0,Everyone,Medical
SOCIAL,4.2,226,15M,"10,000+",Free,0,Everyone 10+,Social
GAME,3.5,23,37M,"1,000+",Paid,$0.99,Everyone,Board
FAMILY,4.8,21,5.4M,"5,000+",Free,0,Everyone,Education
FINANCE,4.5,96,12M,"10,000+",Free,0,Everyone,Finance
DATING,3.8,24,19M,"1,000+",Free,0,Mature 17+,Dating
LIBRARIES_AND_DEMO,4.0,8671,3.1M,"1,000,000+",Free,0,Everyone,Libraries & Demo
PERSONALIZATION,,0,32M,10+,Paid,$0.99,Everyone,Personalization
SPORTS,4.2,112725,Varies with device,"5,000,000+",Free,0,Everyone,Sports
FAMILY,4.1,138050,5.7M,"10,000,000+",Free,0,Everyone,Entertainment;Music & Video
DATING,3.3,1601,3.8M,"500,000+",Free,0,Mature 17+,Dating
SOCIAL,4.4,441189,Varies with device,"10,000,000+",Free,0,Everyone,Social
MAPS_AND_NAVIGATION,4.3,21589,5.6M,"1,000,000+",Free,0,Everyone,Maps & Navigation
PRODUCTIVITY,3.9,44,3.3M,"10,000+",Free,0,Everyone,Productivity
FAMILY,,19,31M,"5,000+",Free,0,Everyone,Educational;Education
SPORTS,4.3,1387,14M,"50,000+",Free,0,Everyone,Sports
PERSONALIZATION,4.5,3989,1.1M,"100,000+",Free,0,Everyone,Personalization
FAMILY,,10,2.6M,"1,000+",Free,0,Teen,Entertainment
SPORTS,4.4,4549,24M,"500,000+",Free,0,Everyone,Sports
SPORTS,4.3,148083,57M,"10,000,000+",Free,0,Everyone,Sports
HEALTH_AND_FITNESS,4.0,214,8.9M,"10,000+",Free,0,Everyone,Health & Fitness
COMMUNICATION,4.4,32254,5.5M,"1,000,000+",Free,0,Everyone,Communication
TRAVEL_AND_LOCAL,3.6,285,39M,"500,000+",Free,0,Everyone,Travel & Local
PERSONALIZATION,4.2,868,309k,"50,000+",Free,0,Everyone,Personalization
GAME,4.2,52390,20M,"5,000,000+",Free,0,Everyone,Arcade
SOCIAL,4.4,2508,6.0M,"500,000+",Free,0,Everyone,Social
PERSONALIZATION,4.7,42,10M,"5,000+",Free,0,Everyone,Personalization
FAMILY,4.3,3146,Varies with device,"100,000+",Free,0,Everyone,Lifestyle;Education
SPORTS,,0,26M,10+,Free,0,Everyone,Sports
TOOLS,,0,3.3M,5+,Paid,$0.99,Everyone,Tools
PARENTING,4.7,247,28M,"100,000+",Free,0,Everyone,Parenting;Music & Video
GAME,4.4,54082,21M,"10,000,000+",Free,0,Everyone,Adventure
FAMILY,4.3,131,5.4M,"50,000+",Free,0,Everyone,Entertainment
PRODUCTIVITY,4.2,14428,1.2M,"1,000,000+",Free,0,Everyone,Productivity
SOCIAL,3.7,4253,4.1M,"100,000+",Free,0,Teen,Social
MEDICAL,4.5,4027,8.4M,"100,000+",Free,0,Everyone,Medical
FAMILY,4.6,361734,58M,"5,000,000+",Free,0,Everyone,Casual;Pretend Play
TRAVEL_AND_LOCAL,4.4,11514,2.2M,"500,000+",Free,0,Everyone,Travel & Local
HEALTH_AND_FITNESS,,4,7.8M,100+,Free,0,Everyone,Health & Fitness
MEDICAL,4.1,80,48M,"5,000+",Paid,$14.99,Everyone,Medical
SPORTS,4.6,29673,57M,"1,000,000+",Free,0,Mature 17+,Sports
SOCIAL,4.8,19047,63M,"100,000+",Free,0,Teen,Social
PHOTOGRAPHY,2.8,1022,3.8M,"100,000+",Free,0,Everyone,Photography
LIFESTYLE,,54,21M,"5,000+",Free,0,Teen,Lifestyle
SHOPPING,4.4,6003590,Varies with device,"100,000,000+",Free,0,Teen,Shopping
SHOPPING,,28,2.1M,"1,000+",Free,0,Everyone,Shopping
FINANCE,4.5,19870,7.4M,"1,000,000+",Free,0,Everyone,Finance
BUSINESS,4.5,1819,10M,"100,000+",Free,0,Everyone,Business
LIFESTYLE,3.5,43,30M,"10,000+",Free,0,Everyone,Lifestyle
MEDICAL,4.4,17,1.8M,"1,000+",Paid,$9.99,Everyone 10+,Medical
TOOLS,4.4,95080,3.1M,"10,000,000+",Free,0,Everyone,Tools
BUSINESS,4.5,56,Varies with device,"1,000+",Free,0,Everyone,Business
FAMILY,4.2,1484,41M,"100,000+",Free,0,Everyone,Strategy
GAME,4.6,7672495,Varies with device,"100,000,000+",Free,0,Mature 17+,Action
FAMILY,3.9,65119,46M,"1,000,000+",Free,0,Everyone 10+,Strategy
PERSONALIZATION,,13,4.3M,"1,000+",Free,0,Everyone,Personalization
SOCIAL,4.1,78158306,Varies with device,"1,000,000,000+",Free,0,Teen,Social
BUSINESS,4.6,52,Varies with device,"1,000+",Free,0,Everyone,Business
GAME,,9,4.9M,"1,000+",Free,0,Everyone,Trivia
FAMILY,4.5,1014822,56M,"50,000,000+",Free,0,Everyone,Educational;Pretend Play
SOCIAL,4.3,1157004,34M,"50,000,000+",Free,0,Everyone,Social
GAME,4.2,829753,48M,"50,000,000+",Free,0,Everyone,Arcade
EDUCATION,4.6,181893,18M,"10,000,000+",Free,0,Everyone 10+,Education
NEWS_AND_MAGAZINES,4.1,905,4.0M,"50,000+",Free,0,Everyone,News & Magazines
GAME,4.4,5566908,97M,"100,000,000+",Free,0,Everyone,Arcade
PERSONALIZATION,5.0,2,35M,10+,Paid,$0.99,Everyone,Personalization
FAMILY,3.8,9513,82M,"100,000+",Free,0,Everyone 10+,Strategy
FAMILY,4.4,969,26M,"50,000+",Free,0,Everyone,Educational;Action & Adventure
